"ID","duration","RecordedDate","mailboxfrequency","securitytraining","pre_self_1","pre_self_2","pre_self_3","attention_check_pre","pre_knowledge_1","pre_knowledge_2","pre_knowledge_3","pre_knowledge_4","pre_knowledge_5","pre_knowledge_6","pre_knowledge_7","pre_knowledge_8","pre_knowledge_9","pre_knowledge_10","pre_SA.13_1","pre_SA.13_2","pre_SA.13_3","pre_SA.13_4","pre_SA.13_5","pre_SA.13_6","pre_SA.13_7","pre_SA.13_8","pre_SA.13_9","pre_SA.13_10","pre_SA.13_11","pre_SA.13_12","pre_SA.13_13","pre_haisq_knowledge_1","pre_haisq_knowledge_2","pre_haisq_knowledge_3","pre_haisq_knowledge_4","pre_haisq_knowledge_5","pre_haisq_knowledge_6","pre_class_1","pre_class_2","pre_class_3","pre_class_4","pre_class_5","pre_class_6","pre_class_7","pre_class_8","pre_class_9","pre_class_10","pre_class_11","pre_class_12","pre_class_13","pre_class_14","pre_class_15","pre_class_16","pre_class_17","pre_class_18","pre_class_19","pre_class_20","pre_class_21","pre_class_22","pre_class_23","pre_class_24","video_1_check","video_2_check","video_3_check","Q300_First.Click","Q300_Last.Click","Q300_Page.Submit","Q300_Click.Count","t0_video1_q","t0_video1_t_First.Click","t0_video1_t_Last.Click","t0_video1_t_Page.Submit","t0_video1_t_Click.Count","t0_video2_q","t0_video2_t_First.Click","t0_video2_t_Last.Click","t0_video2_t_Page.Submit","t0_video2_t_Click.Count","t0_video3_q","t0_video3_t_First.Click","t0_video3_t_Last.Click","t0_video3_t_Page.Submit","t0_video3_t_Click.Count","Q320_First.Click","Q320_Last.Click","Q320_Page.Submit","Q320_Click.Count","Q313_First.Click","Q313_Last.Click","Q313_Page.Submit","Q313_Click.Count","Q267_First.Click","Q267_Last.Click","Q267_Page.Submit","Q267_Click.Count","Q328_First.Click","Q328_Last.Click","Q328_Page.Submit","Q328_Click.Count","Q333_First.Click","Q333_Last.Click","Q333_Page.Submit","Q333_Click.Count","Q331_First.Click","Q331_Last.Click","Q331_Page.Submit","Q331_Click.Count","Q269_First.Click","Q269_Last.Click","Q269_Page.Submit","Q269_Click.Count","feedback_like","feedback_dislike","feedback_general","feedback_00","feedback_01","feedback_02","feedback_10","feedback_11","feedback_12","feedback_2_videos_1","feedback_2_videos_2","feedback_2_videos_3","feedback_2","feedback_assign","post_class_1","post_class_2","post_class_3","post_class_4","post_class_5","post_class_6","post_class_7","post_class_8","post_class_9","post_class_10","post_class_11","post_class_12","post_class_13","post_class_14","post_class_15","post_class_16","post_class_17","post_class_18","post_class_19","post_class_20","post_class_21","post_class_22","post_class_23","post_class_24","post_attention","post_knowledge_1","post_knowledge_2","post_knowledge_3","post_knowledge_4","post_knowledge_5","post_knowledge_6","post_knowledge_7","post_knowledge_8","post_knowledge_9","post_knowledge_10","haisq_emailinternet_1","haisq_emailinternet_2","haisq_emailinternet_3","haisq_emailinternet_4","haisq_emailinternet_5","haisq_emailinternet_6","haisq_emailinternet_7","haisq_emailinternet_8","haisq_emailinternet_9","haisq_emailinternet_10","haisq_emailinternet_11","haisq_emailinternet_12","haisq_emailinternet_13","haisq_emailinternet_14","haisq_emailinternet_15","haisq_emailinternet_16","haisq_emailinternet_17","haisq_emailinternet_18","dem_age","dem_edu","dem_edu_8_TEXT","dem_it","dem_it_3_TEXT","dem_bfi_1","dem_bfi_2","dem_bfi_3","dem_bfi_4","dem_bfi_5","dem_bfi_6","dem_bfi_7","dem_bfi_8","dem_bfi_9","dem_bfi_10","post_self_1","post_self_2","post_self_3","post_sa.13_1","post_sa.13_2","post_sa.13_3","post_sa.13_4","post_sa.13_5","post_sa.13_6","post_sa.13_7","post_sa.13_8","post_sa.13_9","post_sa.13_10","post_sa.13_11","post_sa.13_12","post_sa.13_13","post_comments","post_errors","post_quality_q","post_quality_q_3_TEXT","SC0","string","PROLIFIC_PID","SESSION_ID","STUDY_ID","Timestamp_before_class_pre","Timestamp_train","Timestamp_train_end","Timestamp_before_class_post","Timestamp_after_class_post","Timestamp_demographics","condition","participant_score","reports","NOSCORE","group","pre.sa13_engagement","pre.sa13_attentiveness","pre.sa13_resistance","pre.sa13_concernedness","pre.sa13_total","post.sa13_engagement","post.sa13_attentiveness","post.sa13_resistance","post.sa13_concernedness","post.sa13_total","pre.haisq_email_knowledge","pre.haisq_internet_knowledge","post.haisq_email_knowledge","post.haisq_email_attitude","post.haisq_email_behaviour","post.haisq_internet_knowledge","post.haisq_internet_attitude","post.haisq_internet_behaviour","post.haisq_emailInternet_total","bfi_extraversion","bfi_agreeableness","bfi_conscientiousness","bfi_neuroticism","bfi_openness","class_phish_accuracy_pre","class_nophish_accuracy_pre","class_phish_accuracy_post","class_nophish_accuracy_post","knowledge_total_pre","knowledge_total_post","proficiency_pre","proficiency_post","prof_group","train_group","assignment_fit","outlier","feedback_total"
183,2962,"","Once a week or less","No, never",3,2,3,"Sunfish",NA,1,NA,0,0,NA,1,NA,1,NA,3,4,4,3,4,3,4,4,5,3,4,4,2,4,2,4,4,3,4,NA,0,NA,1,1,NA,1,NA,1,NA,NA,1,1,NA,1,NA,1,0,NA,NA,1,1,1,NA,"","","","9.957","9.957","125.909","1","Postman","64.106","64.106","234.356","1","Look for the 'who-area'","52.068","235.497","241.48","6","Sending fake copies of real emails","102.59","103.509","189.435","2","11.858","137.231","199.337","20","4.545","184.853","184.883","25","12.381","132.865","151.173","46","","","","","","","","","","","","","","","","","","","",NA,NA,NA,"I would prefer the training I experienced.",NA,NA,"","","",NA,"I prefer the training to be recommended based on personalisation, but the choice remaining with me.",1,NA,1,NA,NA,1,NA,1,NA,1,0,NA,NA,0,NA,1,NA,NA,1,0,NA,NA,NA,0,0,1,NA,1,NA,NA,0,NA,1,NA,"Phishing can occur through emails, phone calls, and text messages.",3,2,4,3,4,4,3,4,4,4,4,4,4,2,4,4,4,4,"18-25","Graduate university degree (Bachelor/Master)","","No, other education or occupation","",3,4,4,2,2,4,4,5,3,4,4,4,4,4,5,4,5,4,3,4,4,4,4,4,4,1,"","","Yes, you can use this data","","26.2","010110101001101010001110","","","","2024-08-28T10:43:17.106Z","2024-08-28T10:47:57.517Z","2024-08-28T11:11:25.796Z","2024-08-28T11:13:51.451Z","2024-08-28T11:17:08.892Z","2024-08-28T11:21:43.901Z","1",19.2,"22","","0",3.33333333333333,3.66666666666667,4,3.33333333333333,3.75,4,4.66666666666667,3,4,3.84615384615385,10,11,9,11,11,12,10,12,65,3.5,4,3.5,2.5,3,0.833333333333333,0.857142857142857,0.833333333333333,0.4,0.6,0.6,19.2,18.3,0,"full","match",NA,"keep"
184,2156,"","Multiple times a day","No, never",2,3,2,"Sunfish",NA,0,0,NA,0,NA,1,NA,1,NA,2,4,4,3,4,3,5,4,4,5,4,2,3,4,4,4,2,4,3,NA,1,0,NA,0,NA,1,NA,0,NA,NA,1,NA,NA,1,1,NA,NA,1,1,0,NA,1,NA,"","","","22.205","22.205","168.497","1","Postman","24.637","24.637","260.871","1","Look for the 'who-area'","186.59","202.414","285.78","2","Sending fake copies of real emails","158.77","158.77","223.975","1","6.438","271.5","274.507","44","14.475","114.33","114.35","16","6.514","151.636","153.376","31","","","","","","","","","","","","","","","","","","","","Alternative 1: I would prefer the tests with guidance, together with the reminder elements.",NA,NA,NA,NA,NA,"","","",NA,"I prefer the training to be recommended based on personalisation, but the choice remaining with me.",1,NA,NA,1,NA,1,NA,1,NA,1,1,NA,1,1,NA,NA,1,1,NA,NA,NA,1,NA,1,0,1,NA,NA,0,NA,1,NA,1,NA,"Phishing can occur through emails, phone calls, and text messages.",4,4,5,3,5,5,4,5,4,2,4,3,5,4,5,3,4,4,"26-35","Secondary or school diploma","","No, other education or occupation","",2,4,5,2,3,4,5,4,4,5,3,3,3,4,4,3,4,5,4,3,3,5,4,4,4,4,"","","Yes, you can use this data","","27.4","011010101001001101011010","","","","2024-08-28T10:48:57.070Z","2024-08-28T10:50:45.901Z","2024-08-28T11:15:49.253Z","2024-08-28T11:16:54.140Z","2024-08-28T11:18:55.485Z","2024-08-28T11:20:50.720Z","0",15.4,"12,29","","0",3,3.66666666666667,4.5,3,3.66666666666667,3.33333333333333,3.66666666666667,4.5,4,3.92307692307692,12,9,13,13,13,9,14,11,73,3,4.5,4,3,4,0.5,0.833333333333333,1,1,0.4,0.6,14.4,22.1,0,"full","match",NA,"prefer medium"
185,2877,"","Multiple times a day","No, never",4,3,4,"Sunfish",NA,1,NA,0,NA,1,NA,1,1,NA,3,5,5,4,4,3,5,4,5,5,5,5,4,3,5,3,5,5,4,NA,1,NA,1,NA,1,NA,1,1,NA,0,NA,0,1,NA,NA,1,1,NA,NA,NA,1,NA,1,"Postman","Look for the 'who-area'","Sending fake copies of real emails","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,"","","","I prefer the option I received.","I prefer to select the training myself.",1,NA,1,NA,1,NA,1,NA,NA,1,NA,1,NA,NA,1,0,NA,NA,1,1,1,NA,1,NA,0,1,NA,1,NA,0,NA,1,NA,NA,"",5,5,5,4,5,5,5,4,5,5,5,5,5,5,5,5,5,3,"46-55","Secondary or school diploma","","No, other education or occupation","",3,2,4,3,4,4,2,4,3,4,4,4,4,4,4,3,4,3,4,4,3,4,4,4,4,4,"","","Yes, you can use this data","","36.4","010101011010110010100101","","","","2024-08-28T10:42:27.244Z","2024-08-28T10:48:50.185Z","2024-08-28T11:03:57.361Z","2024-08-28T11:09:40.664Z","2024-08-28T11:15:28.143Z","2024-08-28T11:18:31.563Z","2",25.4,"","","1",4,4,4.75,4.66666666666667,4.41666666666667,3.66666666666667,3.66666666666667,3.75,4,3.76923076923077,11,14,15,14,14,15,15,13,86,3.5,2,2.5,3,4,0.833333333333333,0.833333333333333,1,0.833333333333333,0.8,0.6,24.4,23.8,1,"education","education",NA,"keep"
186,2794,"","Multiple times a day","Yes, once",4,4,4,"Sunfish",NA,1,1,NA,1,NA,NA,1,NA,1,2,2,2,3,2,2,2,2,5,2,3,5,5,3,4,4,4,5,5,NA,0,0,NA,1,NA,NA,1,NA,1,0,NA,1,NA,NA,1,NA,NA,1,1,1,NA,NA,1,"","","","7.812","179.93","186.93","26","Postman","270.195","271.737","272.312","2","Look for the 'who-area'","199.602","226.383","261.787","2","Sending fake copies of real emails","7.145","82.543","204.037","2","12.718","226.479","245.12","47","15.546","164.703","164.831","18","5.195","122.515","125.163","40","","","","","","","","","","","","","","","","","","","",NA,NA,NA,"I would prefer the training I experienced.",NA,NA,"","","",NA,"I prefer the training to be assigned based on personalisation.",1,NA,NA,1,NA,1,1,NA,1,NA,NA,1,NA,1,1,NA,0,1,NA,NA,NA,1,1,NA,0,1,NA,NA,1,NA,0,1,NA,1,"",3,3,3,3,5,4,4,4,3,5,5,5,4,5,5,4,5,3,"18-25","Secondary or school diploma","","No, other education or occupation","",1,2,1,3,3,2,3,3,5,5,3,3,3,3,2,3,2,3,2,4,2,2,4,4,4,5,"","","Yes, you can use this data","","35.9","011010010110100101011001","","","","2024-08-28T10:41:40.111Z","2024-08-28T10:44:03.687Z","2024-08-28T11:09:16.994Z","2024-08-28T11:13:01.600Z","2024-08-28T11:15:37.256Z","2024-08-28T11:20:32.184Z","1",24.9,"12","","0",2.33333333333333,2,2.75,4.33333333333333,2.66666666666667,3,2.33333333333333,3,4,3.07692307692308,11,14,9,12,11,15,14,12,73,1.5,2.5,3.5,4,4,0.5,1,1,0.833333333333333,1,0.666666666666667,21.9,21.4,1,"full","easy",NA,"keep"
187,2968,"","Multiple times a day","No, never",3,3,2,"Sunfish",1,NA,1,NA,1,NA,NA,1,1,NA,2,3,2,2,3,3,4,3,4,3,3,4,4,1,1,1,1,1,1,1,NA,1,NA,1,NA,NA,1,0,NA,NA,1,NA,1,NA,1,NA,NA,1,NA,1,NA,NA,1,"","","","2.899","194.969","221.018","38","Postman","24.622","313.437","314.742","10","Look for the 'who-area'","1.762","248.593","250.166","10","Sending fake copies of real emails","10.992","166.469","181.089","10","8.674","281.855","282.598","87","28.171","194.734","194.743","57","21.265","179.541","181.358","52","","","","","","","","","","","","","","","","","","","","Alternative 1: I would prefer the tests with guidance, together with the reminder elements.",NA,NA,NA,NA,NA,"","","",NA,"I prefer to select the training myself.",NA,1,NA,1,NA,1,1,NA,NA,1,0,NA,1,NA,1,NA,1,1,NA,0,NA,1,1,NA,0,NA,1,NA,1,NA,1,1,NA,NA,"Phishing can occur through emails, phone calls, and text messages.",4,4,4,4,5,5,3,4,4,5,4,5,4,4,5,4,4,5,"26-35","Graduate university degree (Bachelor/Master)","","No, other education or occupation","",4,2,2,3,4,2,4,3,2,4,4,4,4,4,4,4,4,4,3,2,3,4,4,4,3,4,"","","Yes, you can use this data","","30.4","101010011001010101101001","","","","2024-08-28T10:37:01.129Z","2024-08-28T10:39:31.270Z","2024-08-28T11:09:28.657Z","2024-08-28T11:13:44.854Z","2024-08-28T11:17:11.109Z","2024-08-28T11:20:27.394Z","0",19.4,"17,12,4","","0",2,3,3.5,3.66666666666667,3,3,4,3.75,3.66666666666667,3.61538461538462,3,3,12,14,11,14,13,13,77,3,3,2,2.5,4,0.833333333333333,1,0.833333333333333,0.857142857142857,1,0.8,18.4,23.4,0,"full","match",NA,"prefer medium"
188,3093,"","Multiple times a day","No, never",2,2,3,"Sunfish",1,1,NA,NA,0,NA,NA,1,NA,1,5,5,5,3,4,3,4,4,4,3,5,5,5,5,5,5,5,5,5,1,0,NA,NA,0,NA,NA,1,NA,1,NA,1,1,NA,1,NA,NA,NA,1,NA,0,NA,0,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.306","480.639","481.97","140","2.055","89.332","89.361","29","1.948","494.128","497.474","172","","","","","","","",NA,"Alternative 1: I would prefer the full training with educational videos, tests with guidance, and the reminder elements.",NA,NA,NA,NA,"","","",NA,"I prefer the training to be recommended based on personalisation, but the choice remaining with me.",NA,NA,1,1,NA,1,1,NA,0,NA,0,NA,NA,1,NA,1,1,1,NA,1,NA,1,NA,0,0,NA,NA,1,1,NA,0,1,NA,1,"Phishing can occur through emails, phone calls, and text messages.",5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,4,"46-55","Graduate university degree (Bachelor/Master)","","No, other education or occupation","",2,4,5,2,3,3,5,4,1,3,3,3,3,4,4,4,5,5,5,3,4,5,4,5,4,4,"","","Yes, you can use this data","","28.1","110010010101101001101010","","","","2024-08-28T10:41:00.294Z","2024-08-28T10:52:05.913Z","2024-08-28T11:10:17.658Z","2024-08-28T11:13:20.513Z","2024-08-28T11:17:27.995Z","2024-08-28T11:20:07.839Z","0",20.1,"1,3,10,2,12,13,18,19,20,21,15,22,27","","1",4.33333333333333,4,3.75,5,4.16666666666667,3.66666666666667,4.33333333333333,4.75,4.33333333333333,4.30769230769231,15,15,15,15,15,15,11,14,85,2.5,4.5,2.5,1.5,3,0.666666666666667,0.6,0.666666666666667,0.857142857142857,0.8,0.666666666666667,19.1,24,1,"medium","match",NA,"prefer full"
189,3023,"","Multiple times a day","Yes, once",4,4,5,"Sunfish",NA,1,1,NA,0,NA,NA,1,NA,1,5,5,5,4,4,3,4,4,5,5,4,3,4,3,5,5,5,5,3,NA,0,0,NA,1,NA,NA,1,NA,1,1,NA,1,NA,NA,1,NA,NA,1,NA,NA,1,1,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.681","556.177","560.121","70","7.485","264.665","264.69","29","4.587","449.175","482.5","101","","","","","","","",NA,NA,NA,NA,"I would prefer the training I experienced.",NA,"","","",NA,"I prefer the training to be recommended based on personalisation, but the choice remaining with me.",1,NA,NA,1,NA,1,1,NA,0,NA,NA,1,NA,0,1,NA,1,1,NA,0,1,NA,NA,0,0,1,NA,NA,1,NA,1,1,NA,1,"",2,5,4,5,5,5,4,5,4,5,5,4,5,5,4,5,4,5,"56-65","Associate or technical degree","","No, other education or occupation","",3,3,3,3,4,4,2,3,4,5,3,3,5,4,4,3,4,4,3,3,4,5,3,4,4,5,"","","Yes, you can use this data","","36.1","011010010110100101100110","","","","2024-08-28T10:39:09.864Z","2024-08-28T10:42:28.228Z","2024-08-28T11:06:17.217Z","2024-08-28T11:11:12.475Z","2024-08-28T11:14:58.017Z","2024-08-28T11:19:50.854Z","1",27.1,"13,17","","1",4.66666666666667,4,4.5,3.66666666666667,4.25,3.66666666666667,3.66666666666667,4.25,3.66666666666667,3.84615384615385,13,13,11,15,13,14,14,14,81,3.5,2.5,3.5,3.5,4.5,0.666666666666667,1,0.833333333333333,0.571428571428571,0.8,0.833333333333333,24.1,22.7,2,"medium","easy",NA,"keep"
190,3073,"","Multiple times a day","No, never",4,4,4,"Sunfish",NA,NA,1,0,0,NA,1,NA,1,NA,4,4,4,4,4,2,4,4,3,2,3,3,3,3,5,5,2,5,2,NA,NA,0,1,1,NA,0,NA,0,NA,1,NA,NA,NA,1,1,1,1,NA,NA,1,0,NA,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50.882","519.679","560.202","29","26.913","172.865","172.878","16","3.83","465.901","485.371","68","","","","","","","",NA,"I would prefer the training I experienced.",NA,NA,NA,NA,"","","",NA,"I prefer to select the training myself.",1,1,NA,NA,NA,1,NA,1,NA,1,NA,0,1,1,NA,NA,NA,NA,1,1,NA,NA,0,NA,0,0,0,NA,NA,NA,1,NA,1,NA,"",2,4,4,4,4,5,4,5,4,4,5,4,5,4,4,4,4,4,"26-35","Graduate university degree (Bachelor/Master)","","No, other education or occupation","",1,5,2,1,1,3,2,4,3,4,5,5,5,4,4,4,4,4,4,4,4,2,3,4,3,4,"","","Yes, you can use this data","","29.9","001110101010001110001101","","","","2024-08-28T10:44:47.046Z","2024-08-28T10:48:00.702Z","2024-08-28T11:09:15.978Z","2024-08-28T11:13:32.077Z","2024-08-28T11:15:07.547Z","2024-08-28T11:19:48.928Z","0",20.9,"2,10,17,26,27,29","","1",4,3.33333333333333,3.25,3,3.41666666666667,4,4,3.5,3.33333333333333,3.69230769230769,13,9,10,13,13,13,13,12,74,2,3.5,4,2,2.5,0.5,0.857142857142857,0.833333333333333,0.8,0.6,0.4,19.9,20.5,1,"medium","match",NA,"keep"
191,3013,"","Multiple times a day","Yes, more than once",4,4,3,"Sunfish",1,NA,1,NA,NA,1,NA,1,1,NA,2,3,3,1,2,3,3,3,3,3,2,3,2,3,4,3,3,4,3,0,NA,0,NA,NA,1,NA,1,1,NA,NA,1,NA,NA,1,1,NA,NA,1,1,NA,1,0,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.118","552.562","560.159","101","81.117","172.062","172.074","16","8.24","517.111","518.416","86","","","","","","","",NA,"I would prefer the training I experienced.",NA,NA,NA,NA,"","","",NA,"I prefer the training to be recommended based on personalisation, but the choice remaining with me.",NA,1,NA,1,0,NA,1,NA,NA,1,0,NA,0,1,NA,NA,0,1,NA,NA,1,NA,NA,1,0,NA,1,NA,0,1,NA,1,NA,NA,"Phishing can occur through emails, phone calls, and text messages.",4,3,3,4,5,5,4,5,4,3,4,4,4,4,5,4,4,3,"26-35","Graduate university degree (Bachelor/Master)","","No, other education or occupation","",2,3,3,4,4,4,3,3,4,4,4,4,3,2,3,3,2,3,3,1,2,3,3,3,3,4,"","","Yes, you can use this data","","32.6","101001011001001101010110","","","","2024-08-28T10:42:43.115Z","2024-08-28T10:45:10.437Z","2024-08-28T11:16:12.705Z","2024-08-28T11:17:34.500Z","2024-08-28T11:19:35.325Z","2024-08-28T11:22:14.895Z","0",24.6,"12,22,26","","1",2,2.66666666666667,3,2.33333333333333,2.58333333333333,1.66666666666667,2.66666666666667,3.25,3,2.69230769230769,10,10,10,14,13,11,13,11,72,3,3,3.5,4,4,0.666666666666667,0.833333333333333,0.666666666666667,0.666666666666667,1,0.6,19.6,16.9,1,"medium","match",NA,"keep"
192,3020,"","Multiple times a week","No, never",2,3,3,"Sunfish",1,NA,1,NA,NA,1,1,NA,NA,1,4,5,3,5,5,3,4,4,4,4,4,5,4,5,1,5,5,5,5,1,NA,1,NA,NA,1,1,NA,NA,1,NA,1,NA,1,NA,0,0,0,NA,NA,0,NA,1,NA,"","","","0","0","140.891","0","Postman","40.861","279.88","282.301","2","Look for the 'who-area'","169.966","212.644","334.065","2","Sending fake copies of real emails","53.276","243.853","292.099","3","0","0","192.135","0","54.524","302.735","302.772","16","12.367","26.734","125.78","6","","","","","","","","","","","","","","","","","","","",NA,NA,NA,"I would prefer the training I experienced.",NA,NA,"","","",NA,"I prefer the training to be assigned based on personalisation.",NA,1,NA,1,1,NA,NA,1,0,NA,0,NA,0,NA,0,NA,NA,NA,0,0,NA,0,NA,0,0,NA,1,NA,0,0,NA,NA,1,1,"Phishing can occur through emails, phone calls, and text messages.",5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,"66-75","Primary school","","No, other education or occupation","",4,2,5,1,5,5,5,5,1,5,3,3,3,5,5,3,5,5,5,5,5,5,5,5,3,1,"","","Yes, you can use this data","","25.1","101001100101010110101010","","","","2024-08-28T10:40:06.197Z","2024-08-28T10:45:15.349Z","2024-08-28T11:14:35.602Z","2024-08-28T11:16:37.210Z","2024-08-28T11:18:17.000Z","2024-08-28T11:21:05.605Z","1",21.1,"","","0",4,4.33333333333333,4,4.33333333333333,4.16666666666667,5,4.33333333333333,4,4.33333333333333,4.38461538461539,11,15,11,15,15,15,15,15,86,4.5,3.5,1.5,1,5,1,0.333333333333333,0.666666666666667,0,1,0.5,21.1,17.7,1,"full","easy",NA,"keep"
193,3160,"","Multiple times an hour","Yes, more than once",4,4,4,"Sunfish",1,NA,NA,1,NA,1,1,NA,1,NA,4,4,4,3,4,4,4,4,5,5,2,4,4,4,2,4,4,4,4,1,NA,NA,0,NA,1,1,NA,1,NA,NA,1,NA,1,1,NA,NA,NA,1,NA,1,1,NA,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.249","1148.333","1153.045","97","","","",NA,NA,NA,NA,NA,"I would prefer the training I experienced.","","","",NA,"I prefer to select the training myself.",NA,0,1,NA,1,NA,NA,1,NA,1,1,NA,1,NA,NA,1,1,1,NA,1,NA,NA,1,NA,0,NA,1,1,NA,1,NA,NA,1,NA,"Phishing can occur through emails, phone calls, and text messages.",5,4,4,5,5,5,4,5,4,4,4,5,4,4,5,5,5,4,"26-35","Graduate university degree (Bachelor/Master)","","No, other education or occupation","",4,4,5,2,2,4,4,4,4,4,4,4,4,5,4,4,5,4,5,2,5,5,3,2,2,5,"","","Yes, you can use this data","","41.4","100101101001011001001101","","","","2024-08-28T10:35:52.826Z","2024-08-28T10:41:43.174Z","2024-08-28T11:03:48.525Z","2024-08-28T11:15:16.508Z","2024-08-28T11:17:34.246Z","2024-08-28T11:21:07.745Z","1",30.4,"2,10,12,13,22,27,29,30","","2",3.66666666666667,4,4.5,3.33333333333333,3.91666666666667,4,4.33333333333333,4.75,2.33333333333333,3.92307692307692,10,12,13,15,13,13,13,14,81,4,4,4,3,3,0.833333333333333,1,0.833333333333333,1,1,0.8,24.4,25,2,"limited","match",NA,"keep"
194,3071,"","Multiple times a day","Yes, once",4,4,4,"Sunfish",1,NA,NA,0,NA,0,NA,1,1,NA,4,5,5,4,5,4,5,5,4,5,3,3,3,1,3,2,2,4,2,1,NA,NA,1,NA,1,NA,1,1,NA,NA,1,0,NA,1,NA,NA,NA,1,NA,NA,1,NA,1,"Postman","Look for the 'who-area'","Sending fake copies of real emails","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,"","","","Alternative 1: I would prefer receiving the full training.","I prefer the training to be assigned based on personalisation.",NA,1,1,NA,1,NA,1,NA,NA,1,1,NA,NA,1,NA,1,1,1,NA,0,0,NA,0,NA,0,NA,1,1,NA,0,NA,1,NA,NA,"Phishing can occur through emails, phone calls, and text messages.",3,1,3,5,5,5,4,5,5,5,5,4,5,5,5,4,2,5,"46-55","Secondary or school diploma","","Yes, studies in Computer Science, IT Security, Cybersecurity or similar","",1,5,3,2,4,1,2,5,3,4,5,4,4,4,5,4,4,5,5,4,5,5,4,4,5,2,"","","Yes, you can use this data","","34.9","100101011001101001100101","","","","2024-08-28T10:42:09.104Z","2024-08-28T10:47:07.660Z","2024-08-28T11:02:25.779Z","2024-08-28T11:08:44.132Z","2024-08-28T11:15:08.443Z","2024-08-28T11:19:55.465Z","2",24.9,"","","1",4.33333333333333,4.66666666666667,4.75,3,4.33333333333333,4.33333333333333,4.33333333333333,4.25,4.33333333333333,4.30769230769231,6,8,7,15,14,14,15,11,76,1,3.5,4,2.5,4,1,0.8,1,0.571428571428571,0.6,0.6,21.9,23.6,1,"education","education",NA,"prefer full"
195,3146,"","Multiple times a week","No, never",1,3,2,"Sunfish",1,NA,NA,0,1,NA,1,NA,NA,1,1,2,1,2,1,1,4,2,5,3,1,1,3,5,5,5,5,5,5,0,NA,NA,1,0,NA,0,NA,NA,1,0,NA,1,1,NA,NA,1,1,NA,NA,1,1,1,NA,"","","","30.96","107.047","125.227","16","Postman","261.306","279.529","303.801","3","Look for the 'who-area'","8.043","307.86","309.333","3","Sending fake copies of real emails","4.715","272.074","273.275","9","4.855","188.148","189.788","62","3.844","163.091","163","22","3.366","133.528","134.752","9","","","","","","","","","","","","","","","","","","","","I would prefer the training I experienced.",NA,NA,NA,NA,NA,"","","",NA,"I prefer the training to be assigned based on personalisation.",NA,0,1,NA,NA,1,NA,1,1,NA,NA,1,NA,NA,1,1,NA,NA,1,1,NA,NA,NA,1,0,NA,1,1,NA,NA,0,NA,1,1,"",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,"36-45","Secondary or school diploma","","No, other education or occupation","",3,4,1,2,2,5,1,5,5,5,2,2,3,1,3,1,4,4,3,1,3,5,3,4,5,4,"","","Yes, you can use this data","","25.9","100110100110110010001110","","","","2024-08-28T10:39:17.741Z","2024-08-28T10:41:32.463Z","2024-08-28T11:15:17.877Z","2024-08-28T11:17:12.104Z","2024-08-28T11:18:58.862Z","2024-08-28T11:21:35.533Z","0",17.9,"22,29","","0",1.33333333333333,1.33333333333333,3.5,1.66666666666667,2,1.66666666666667,2.66666666666667,4,4,3.15384615384615,15,15,15,15,15,15,15,13,88,4,2.5,4.5,3.5,3.5,0.333333333333333,1,0.833333333333333,1,0.8,0.666666666666667,17.9,20.2,0,"full","match",NA,"keep"
